,Age,Country,Book_Count,Average_Rating,Above_Average
1775.0,14.0, USA,1,8.0,0
1790.0,25.0, USA,5,6.6,0
1802.0,43.0, USA,1,7.0,0
1803.0,48.0, USA,1,9.0,0
1812.0,24.0, USA,5,7.6,0
1830.0,54.0," England, united kingdom",2,6.5,0
1844.0,36.0, Germany,1,8.0,0
1846.0,25.0, France,1,10.0,0
1848.0,22.0, USA,31,8.806451612903226,1
1863.0,43.0, Germany,2,7.5,0
1869.0,21.0, USA,2,9.0,0
1881.0,31.0, USA,2,6.5,0
1892.0,47.0, USA,1,9.0,0
1898.0,47.0, USA,4,8.25,0
1900.0,51.0, USA,1,7.0,0
1903.0,36.0, Taiwan,53,8.339622641509434,1
1918.0,23.0, united kingdom,1,8.0,0
1928.0,17.0, USA,5,7.4,0
1937.0,42.0, USA,1,7.0,0
1945.0,54.0, USA,1,10.0,0
1951.0,28.0, Germany,1,7.0,0
1961.0,17.0, USA,1,8.0,0
1971.0,25.0, USA,1,7.0,0
1989.0,27.0, USA,1,9.0,0
1990.0,32.0, Brazil,3,7.0,0
1995.0,59.0, Spain,1,5.0,0
1996.0,34.0, Australia,2,7.5,0
2009.0,31.0, Germany,6,8.0,0
2018.0,21.0, Canada,1,5.0,0
2019.0,29.0, Portugal,2,5.0,0
2024.0,34.0, USA,25,7.6,1
2030.0,31.0, USA,47,9.851063829787234,1
2033.0,27.0, USA,129,8.720930232558139,1
2035.0,15.0, USA,1,8.0,0
2036.0,49.0, USA,2,8.5,0
2046.0,22.0, USA,2,8.0,0
2060.0,54.0, USA,1,9.0,0
2066.0,31.0, Austria,1,4.0,0
2070.0,22.0, USA,1,9.0,0
2074.0,35.0, Spain,1,8.0,0
2077.0,25.0, USA,1,5.0,0
2082.0,14.0, USA,1,8.0,0
2084.0,21.0, Spain,11,7.2727272727272725,1
2090.0,28.0, USA,5,6.8,0
2103.0,43.0, USA,14,9.0,1
2106.0,44.0, USA,4,6.25,0
2115.0,55.0, USA,1,7.0,0
2134.0,35.0, USA,8,8.375,1
2136.0,45.0, USA,3,8.0,0
2139.0,33.0, USA,6,8.833333333333334,0
2147.0,35.0, USA,1,8.0,0
2155.0,18.0, Spain,1,6.0,0
2170.0,29.0, Germany,1,7.0,0
2172.0,17.0, Philippines,1,5.0,0
2179.0,30.0, USA,23,8.956521739130435,1
2181.0,15.0, Canada,1,8.0,0
2189.0,24.0, Canada,6,6.833333333333333,0
2190.0,29.0, USA,1,7.0,0
2197.0,26.0, Canada,9,8.222222222222221,1
2203.0,40.0, united kingdom,1,7.0,0
2218.0,48.0, USA,1,8.0,0
2224.0,23.0, France,1,7.0,0
2230.0,44.0, USA,1,2.0,0
2238.0,34.0, USA,2,10.0,0
2255.0,35.0, USA,3,7.666666666666667,0
2276.0,46.0, USA,194,8.381443298969073,1
2281.0,30.0, USA,2,5.0,0
2287.0,35.0, USA,8,6.25,1
2288.0,30.0, USA,14,7.214285714285714,1
2295.0,21.0, USA,2,7.0,0
2296.0,61.0, USA,2,7.5,0
2305.0,71.0, united kingdom,1,7.0,0
2313.0,23.0, USA,28,7.071428571428571,1
2324.0,40.0, USA,1,8.0,0
2326.0,23.0, Portugal,2,8.5,0
2329.0,13.0, Malaysia,1,4.0,0
2336.0,17.0, USA,1,9.0,0
2337.0,34.0, USA,17,8.823529411764707,1
2340.0,29.0, USA,1,4.0,0
2345.0,55.0, united kingdom,1,9.0,0
2350.0,24.0, USA,1,8.0,0
2351.0,24.0, Germany,1,5.0,0
2357.0,35.0, USA,1,8.0,0
2358.0,23.0, USA,22,7.409090909090909,1
2363.0,42.0, USA,22,8.681818181818182,1
2366.0,16.0, USA,1,8.0,0
2368.0,18.0, USA,1,10.0,0
2375.0,20.0, USA,4,7.5,0
2376.0,38.0, USA,1,6.0,0
2388.0,64.0, USA,1,6.0,0
2399.0,32.0, USA,6,7.666666666666667,0
2406.0,48.0, Germany,6,4.5,0
2411.0,37.0, USA,6,5.0,0
2415.0,33.0, Germany,2,8.5,0
2416.0,21.0, Spain,1,7.0,0
2417.0,35.0, USA,1,7.0,0
2425.0,54.0, Canada,1,7.0,0
2437.0,45.0, USA,8,8.125,1
2439.0,26.0, USA,8,8.0,1
2461.0,59.0, USA,2,8.0,0
2470.0,22.0, USA,2,7.0,0
2473.0,31.0, USA,1,10.0,0
2499.0,49.0, USA,1,5.0,0
2501.0,34.0, Portugal,1,10.0,0
2503.0,36.0, united kingdom,1,7.0,0
2506.0,50.0, Spain,1,7.0,0
2508.0,38.0, united kingdom,1,9.0,0
2515.0,38.0, Spain,1,7.0,0
2520.0,42.0, Spain,1,10.0,0
2545.0,48.0, Germany,2,4.5,0
2549.0,31.0, France,2,6.5,0
2562.0,53.0, USA,1,8.0,0
2578.0,16.0, Canada,1,8.0,0
2583.0,33.0, USA,1,9.0,0
2590.0,26.0, USA,1,9.0,0
2597.0,29.0, USA,3,8.0,0
2605.0,33.0, USA,1,7.0,0
2622.0,41.0, USA,5,8.0,0
2630.0,66.0, USA,3,8.0,0
2632.0,47.0, USA,2,7.0,0
2634.0,53.0, USA,1,8.0,0
2640.0,24.0, USA,1,8.0,0
2643.0,28.0, USA,1,9.0,0
2653.0,46.0, USA,2,8.0,0
2656.0,83.0, USA,1,10.0,0
2678.0,16.0, USA,2,5.5,0
2679.0,34.0, united kingdom,1,7.0,0
2683.0,17.0, USA,1,10.0,0
2685.0,21.0, Italy,1,9.0,0
2687.0,35.0, USA,1,8.0,0
2688.0,16.0, Germany,3,3.6666666666666665,0
2690.0,35.0, USA,1,4.0,0
2700.0,29.0, USA,1,7.0,0
2718.0,30.0, USA,1,10.0,0
2719.0,37.0, USA,13,6.923076923076923,1
2738.0,32.0, Italy,3,6.333333333333333,0
2749.0,18.0, Canada,1,10.0,0
2766.0,42.0, USA,86,8.069767441860465,1
2769.0,27.0, Italy,1,7.0,0
2789.0,28.0, Spain,2,6.5,0
2790.0,50.0, USA,2,8.0,0
2793.0,34.0, USA,13,7.384615384615385,1
2808.0,21.0, Spain,1,5.0,0
2854.0,36.0, USA,4,6.75,0
2855.0,35.0, USA,5,6.0,0
2861.0,26.0, USA,1,10.0,0
2863.0,34.0, Portugal,1,7.0,0
2883.0,43.0, USA,1,10.0,0
2892.0,26.0, USA,1,9.0,0
2893.0,21.0, Spain,3,6.0,0
2896.0,20.0, Brazil,1,6.0,0
2906.0,20.0, France,3,6.333333333333333,0
2914.0,34.0, USA,1,7.0,0
2935.0,59.0, USA,4,6.0,0
2936.0,30.0, united kingdom,1,4.0,0
2942.0,28.0, Canada,1,8.0,0
2945.0,29.0, USA,1,8.0,0
2948.0,24.0, USA,1,10.0,0
2954.0,71.0, USA,12,7.25,1
2972.0,60.0, USA,1,6.0,0
2977.0,25.0, USA,61,7.426229508196721,1
2982.0,34.0, Canada,2,8.0,0
2983.0,25.0, united kingdom,1,10.0,0
2985.0,17.0, united kingdom,1,1.0,0
2995.0,61.0, USA,1,6.0,0
2996.0,21.0, Italy,4,7.25,0
3003.0,60.0, Finland,1,5.0,0
3032.0,40.0, Australia,1,1.0,0
3052.0,31.0, USA,1,9.0,0
3053.0,33.0, Germany,1,10.0,0
3061.0,19.0, USA,1,8.0,0
3063.0,57.0, USA,2,7.5,0
3087.0,20.0, USA,1,9.0,0
3088.0,25.0, France,2,7.5,0
3095.0,19.0, Argentina,1,7.0,0
3100.0,42.0, USA,1,6.0,0
3101.0,28.0, Spain,1,5.0,0
3104.0,27.0, USA,4,6.75,0
3133.0,34.0, USA,1,9.0,0
3142.0,29.0, USA,5,8.6,0
3145.0,34.0, USA,17,7.9411764705882355,1
3150.0,51.0, USA,1,9.0,0
3166.0,15.0, USA,1,10.0,0
3167.0,42.0, USA,37,7.783783783783784,1
3168.0,17.0, Canada,2,7.5,0
3172.0,32.0, USA,1,10.0,0
3174.0,24.0, USA,1,10.0,0
3175.0,35.0, USA,1,7.0,0
3191.0,29.0, Ireland,3,6.333333333333333,0
3193.0,24.0, Australia,1,5.0,0
3194.0,20.0, USA,1,10.0,0
3197.0,38.0, USA,1,7.0,0
3200.0,42.0, Spain,1,7.0,0
3206.0,23.0, Spain,1,8.0,0
3209.0,24.0, Spain,1,8.0,0
3232.0,35.0, Italy,1,5.0,0
3243.0,28.0, USA,1,7.0,0
3260.0,45.0, USA,1,7.0,0
3282.0,52.0, Canada,21,9.19047619047619,1
3283.0,19.0, Germany,1,8.0,0
3289.0,38.0, Canada,3,7.333333333333333,0
3293.0,19.0, Spain,2,8.5,0
3296.0,63.0, USA,1,9.0,0
3300.0,49.0, USA,1,10.0,0
3305.0,26.0, Canada,2,8.5,0
3315.0,51.0, Australia,1,5.0,0
3326.0,37.0, Germany,11,5.818181818181818,1
3331.0,60.0, USA,11,8.0,1
3332.0,54.0, united kingdom,3,6.333333333333333,0
3344.0,61.0, USA,5,7.8,0
3346.0,20.0, Iran,33,8.0,1
3350.0,23.0, USA,5,7.8,0
3355.0,19.0, Spain,5,7.4,0
3363.0,29.0, USA,94,8.97872340425532,1
3364.0,29.0, Canada,1,7.0,0
3371.0,25.0, USA,37,7.72972972972973,1
3373.0,30.0, USA,32,6.21875,1
3374.0,47.0, Canada,5,8.8,0
3379.0,16.0, Canada,1,8.0,0
3385.0,42.0, Saudi Arabia,1,8.0,0
3393.0,55.0, USA,1,9.0,0
3416.0,34.0, Germany,9,7.777777777777778,1
3418.0,14.0, USA,10,7.4,1
3427.0,50.0, USA,3,7.333333333333333,0
3445.0,45.0, USA,1,6.0,0
3460.0,32.0, Canada,1,6.0,0
3463.0,66.0, USA,2,7.0,0
3467.0,36.0, USA,5,8.6,0
3472.0,24.0, USA,3,9.0,0
3481.0,49.0, USA,4,6.5,0
3488.0,21.0, Slovenia,2,9.5,0
3505.0,30.0, USA,1,8.0,0
3508.0,46.0, united kingdom,3,6.0,0
3509.0,29.0, USA,1,8.0,0
3514.0,22.0, USA,1,9.0,0
3538.0,31.0, Spain,22,7.7727272727272725,1
3543.0,37.0, USA,4,9.5,0
3544.0,58.0, USA,1,8.0,0
3546.0,27.0, USA,1,8.0,0
3550.0,30.0, USA,1,8.0,0
3556.0,68.0, USA,26,9.307692307692308,1
3564.0,24.0, Spain,1,10.0,0
3573.0,32.0, USA,2,8.5,0
3578.0,25.0, Canada,16,8.6875,1
3580.0,44.0, USA,3,6.0,0
3583.0,48.0, Australia,2,6.0,0
3586.0,46.0, USA,1,6.0,0
3594.0,48.0, new Zealand,10,6.9,1
3601.0,33.0, USA,2,7.5,0
3603.0,34.0, USA,1,8.0,0
3604.0,26.0, USA,1,5.0,0
3605.0,28.0, USA,3,7.0,0
3613.0,29.0, Canada,1,8.0,0
3669.0,34.0, USA,6,7.666666666666667,0
3675.0,24.0, Spain,22,7.636363636363637,1
3679.0,25.0, USA,1,6.0,0
3693.0,23.0, USA,12,7.75,1
3694.0,16.0, USA,1,8.0,0
3709.0,30.0, USA,2,8.5,0
3719.0,18.0, USA,17,7.294117647058823,1
3728.0,40.0, USA,3,7.666666666666667,0
3752.0,44.0, Switzerland,3,5.333333333333333,0
3756.0,44.0, USA,1,7.0,0
3764.0,19.0, Austria,1,10.0,0
3771.0,17.0, Spain,1,7.0,0
3775.0,57.0, USA,4,6.5,0
3776.0,39.0, USA,1,10.0,0
3777.0,27.0, united kingdom,2,4.5,0
3789.0,25.0, Germany,1,10.0,0
3792.0,12.0, USA,3,10.0,0
3798.0,23.0, USA,1,4.0,0
3799.0,18.0, united kingdom,5,8.2,0
3816.0,33.0, Italy,1,7.0,0
3817.0,29.0, USA,6,8.0,0
3821.0,36.0, USA,1,7.0,0
3827.0,23.0, USA,69,8.202898550724637,1
3829.0,28.0, USA,1,10.0,0
3837.0,21.0, USA,1,8.0,0
3840.0,46.0, USA,19,8.578947368421053,1
3865.0,25.0, USA,1,7.0,0
3869.0,38.0, USA,1,9.0,0
3871.0,50.0, USA,1,8.0,0
3876.0,34.0, Germany,1,10.0,0
3884.0,64.0, USA,1,8.0,0
3896.0,32.0, France,1,10.0,0
3902.0,59.0, Canada,1,8.0,0
3910.0,25.0, USA,1,7.0,0
3917.0,25.0, Canada,25,7.44,1
3921.0,45.0, USA,1,5.0,0
3930.0,47.0, Spain,1,7.0,0
3934.0,33.0, turkey,1,10.0,0
3937.0,31.0, Germany,1,8.0,0
3938.0,37.0, USA,1,9.0,0
3939.0,53.0, USA,2,7.5,0
3940.0,32.0, France,1,8.0,0
3943.0,40.0, USA,1,10.0,0
3954.0,24.0, USA,2,6.0,0
3959.0,23.0, USA,1,8.0,0
3960.0,51.0, France,1,9.0,0
3975.0,29.0, USA,1,9.0,0
3977.0,63.0, USA,4,7.75,0
3999.0,71.0, USA,1,10.0,0
4016.0,17.0, USA,1,7.0,0
4017.0,48.0, USA,152,8.993421052631579,1
4035.0,60.0, USA,2,7.5,0
4044.0,33.0, USA,1,9.0,0
4049.0,65.0, united kingdom,5,7.8,0
4051.0,37.0, united kingdom,3,7.666666666666667,0
4066.0,31.0, USA,5,7.8,0
4091.0,77.0, USA,7,7.142857142857143,1
4092.0,27.0, USA,14,6.857142857142857,1
4096.0,38.0, Canada,1,6.0,0
4097.0,24.0, Spain,1,7.0,0
4098.0,30.0, Hong Kong,8,7.5,1
4107.0,19.0, Canada,3,7.666666666666667,0
4118.0,20.0, USA,1,7.0,0
4122.0,24.0, USA,1,8.0,0
4127.0,33.0, new Zealand,1,6.0,0
4131.0,51.0, united kingdom,11,7.818181818181818,1
4134.0,42.0, Germany,2,1.5,0
4138.0,20.0, USA,5,7.4,0
4144.0,31.0, Canada,3,7.0,0
4148.0,20.0, USA,1,5.0,0
4157.0,39.0, USA,28,7.5,1
4165.0,53.0, USA,2,6.0,0
4169.0,57.0, USA,2,9.0,0
4179.0,18.0, USA,4,7.25,0
4181.0,44.0, USA,1,6.0,0
4183.0,57.0, USA,1,6.0,0
4185.0,63.0, USA,1,8.0,0
4187.0,35.0, USA,2,8.0,0
4188.0,34.0, USA,1,9.0,0
4191.0,26.0, USA,2,8.5,0
4197.0,61.0, USA,21,7.571428571428571,1
4198.0,14.0, USA,1,10.0,0
4207.0,19.0, Spain,1,8.0,0
4223.0,28.0, Germany,9,6.777777777777778,1
4225.0,33.0, Canada,4,6.75,0
4228.0,41.0, USA,4,8.25,0
4248.0,28.0, Canada,1,7.0,0
4260.0,31.0, France,5,7.4,0
4278.0,40.0, Denmark,1,10.0,0
4285.0,50.0, USA,2,6.5,0
4286.0,51.0, USA,1,10.0,0
4309.0,34.0, USA,2,10.0,0
4333.0,17.0, Spain,1,8.0,0
4334.0,38.0, Italy,20,7.3,1
4339.0,33.0, Spain,1,7.0,0
4343.0,38.0, Japan,1,5.0,0
4363.0,22.0, Spain,3,7.333333333333333,0
4365.0,19.0, Canada,6,9.166666666666666,0
4369.0,74.0, USA,1,10.0,0
4370.0,46.0, Canada,2,5.0,0
4375.0,32.0, USA,1,3.0,0
4385.0,33.0, USA,212,9.735849056603774,1
4401.0,28.0, USA,8,8.125,1
4419.0,29.0, USA,1,5.0,0
4420.0,24.0, Switzerland,5,7.2,0
4428.0,31.0, Spain,2,6.5,0
4432.0,64.0, united kingdom,1,8.0,0
4433.0,17.0, Romania,4,8.5,0
4438.0,42.0, USA,2,6.0,0
4443.0,59.0, USA,1,9.0,0
4444.0,29.0, USA,1,6.0,0
4495.0,59.0, united kingdom,1,7.0,0
4497.0,25.0, Austria,1,1.0,0
4508.0,64.0, turkey,1,10.0,0
4512.0,22.0, France,1,8.0,0
4514.0,23.0, Portugal,1,9.0,0
4516.0,66.0, USA,2,7.5,0
4518.0,30.0, Italy,1,10.0,0
4525.0,31.0, Argentina,1,5.0,0
4539.0,44.0, Australia,1,7.0,0
4541.0,32.0, USA,3,8.0,0
4547.0,24.0, Italy,4,6.5,0
4570.0,40.0, USA,6,6.833333333333333,0
4571.0,23.0, Australia,6,6.666666666666667,0
4573.0,32.0, USA,1,10.0,0
4590.0,21.0, Spain,2,7.5,0
4591.0,21.0, Austria,1,7.0,0
4600.0,32.0, USA,14,8.142857142857142,1
4622.0,18.0, USA,17,6.235294117647059,1
4710.0,43.0, Italy,2,5.5,0
4714.0,22.0, USA,1,9.0,0
4720.0,30.0, France,1,8.0,0
4768.0,44.0, united kingdom,1,10.0,0
4769.0,35.0, USA,6,8.166666666666666,0
4774.0,18.0, united kingdom,1,8.0,0
4776.0,13.0, Australia,1,8.0,0
4781.0,47.0, USA,1,6.0,0
4784.0,21.0, USA,2,5.0,0
4785.0,30.0, USA,29,7.172413793103448,1
4795.0,18.0, USA,13,8.923076923076923,1
4802.0,28.0, united kingdom,6,7.0,0
4806.0,29.0, USA,1,9.0,0
4821.0,44.0, USA,3,5.666666666666667,0
4823.0,37.0, USA,1,8.0,0
4849.0,22.0, Germany,1,7.0,0
4852.0,56.0, USA,1,10.0,0
4864.0,30.0, USA,2,7.5,0
4870.0,39.0, USA,1,8.0,0
4875.0,23.0, Norway,1,6.0,0
4886.0,41.0, Spain,1,4.0,0
4896.0,18.0, Romania,9,10.0,1
4938.0,30.0, USA,24,7.916666666666667,1
4947.0,32.0, Portugal,1,8.0,0
4948.0,42.0, Switzerland,1,10.0,0
4970.0,18.0, USA,1,8.0,0
4972.0,26.0, Spain,1,6.0,0
4973.0,29.0, Canada,2,7.5,0
4980.0,21.0, USA,1,7.0,0
4994.0,16.0, USA,1,7.0,0
4995.0,33.0, USA,1,7.0,0
4998.0,18.0, USA,1,9.0,0
4999.0,54.0, USA,2,10.0,0
5007.0,14.0, united kingdom,1,10.0,0
5012.0,21.0, USA,1,10.0,0
5017.0,22.0, Australia,1,10.0,0
5018.0,28.0, France,1,7.0,0
5027.0,31.0, new Zealand,4,7.0,0
5034.0,21.0, USA,1,10.0,0
5037.0,26.0, USA,16,7.1875,1
5049.0,32.0, USA,1,8.0,0
5055.0,15.0, USA,2,6.5,0
5062.0,22.0, USA,1,1.0,0
5066.0,37.0, USA,1,10.0,0
5079.0,29.0, Italy,1,7.0,0
5100.0,36.0, USA,2,7.0,0
